Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name,Email,Gender
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,100,2,1,Research Scientist,1,Single,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7,Micheal Flores,micheal.flores@protonmail.com,Male
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17,Jason Whitehead,jason.whitehead@yahoo.com,Male
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2,Gary Singh,gary.singh@protonmail.com,Male
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,Michael Phelps,michael.phelps@protonmail.com,Male
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,Melissa Bennett,melissa.bennett@protonmail.com,Female
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,1,97,3,2,Laboratory Technician,3,Single,2272,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2,George Herrera,george.herrera@protonmail.com,Male
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,86,3,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0,Stephen Armstrong,stephen.armstrong@protonmail.com,Male
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,4,64,2,3,Sales Executive,3,Married,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6,Ian Evans,ian.evans@protonmail.com,Male
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,Mikayla Durham,mikayla.durham@protonmail.com,Female
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,88,1,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,Dawn Avila,dawn.avila@gmail.com,Female
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,2,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7,Mrs. Brenda Watson MD,brenda.watson.md@yahoo.com,Female
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,3,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0,Stephen Mitchell,stephen.mitchell@yahoo.com,Male
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,Richard Johnson,richard.johnson@gmail.com,Male
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,Stephanie Smith,stephanie.smith@protonmail.com,Female
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,Ashley Burns,ashley.burns@outlook.com,Female
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3,Robert Peters DDS,robert.peters.dds@protonmail.com,Male
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9,Matthew Garcia,matthew.garcia@yahoo.com,Male
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,47,3,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1,Linda Bell,linda.bell@outlook.com,Female
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7,Tiffany Morton,tiffany.morton@yahoo.com,Female
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,38,3,4,Manager,4,Single,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7,Joseph Warner,joseph.warner@protonmail.com,Male
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0,Nicole Hamilton,nicole.hamilton@protonmail.com,Female
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,Gregory Sutton,gregory.sutton@yahoo.com,Male
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Rachael Sanchez,rachael.sanchez@yahoo.com,Female
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Christopher Gallagher,christopher.gallagher@outlook.com,Male
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,67,2,2,Research Scientist,2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5,Tina Lang,tina.lang@protonmail.com,Female
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,70,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,Michelle Smith,michelle.smith@protonmail.com,Female
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,Jennifer Miller,jennifer.miller@outlook.com,Female
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,91,4,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,Renee Richardson,renee.richardson@gmail.com,Female
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,46,3,2,Sales Executive,1,Married,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2,Jamie Hall,jamie.hall@gmail.com,Male
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,64,2,2,Sales Executive,1,Married,9714,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7,Dr. Alexis Sanchez DVM,alexis.sanchez.dvm@yahoo.com,Female
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,71,3,2,Human Resources,3,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2,Diana Jones,diana.jones@protonmail.com,Female
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Christopher Wiley,christopher.wiley@outlook.com,Male
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,33,3,3,Sales Executive,2,Married,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3,Pamela Henson,pamela.henson@protonmail.com,Female
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0,Michael Dickerson,michael.dickerson@yahoo.com,Male
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,3,78,2,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9,Pamela Wong,pamela.wong@gmail.com,Female
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,Sharon Miller,sharon.miller@protonmail.com,Female
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,Chase Rivera,chase.rivera@yahoo.com,Male
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,Mark Flores,mark.flores@yahoo.com,Male
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,Rebecca Hall,rebecca.hall@protonmail.com,Female
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13,Jon Lee,jon.lee@gmail.com,Male
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1,Ashley Robinson,ashley.robinson@protonmail.com,Female
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0,Rachel Vance,rachel.vance@outlook.com,Female
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7,John Jones,john.jones@gmail.com,Male
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,90,3,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2,Rachael Williams,rachael.williams@protonmail.com,Female
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,73,3,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0,Cynthia Allen,cynthia.allen@gmail.com,Female
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,Anthony Bryant,anthony.bryant@yahoo.com,Male
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Yvonne Blackburn,yvonne.blackburn@yahoo.com,Female
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,38,4,3,Sales Executive,3,Married,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6,Tracey Massey,tracey.massey@yahoo.com,Female
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,Carol Hayes,carol.hayes@outlook.com,Female
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,59,3,5,Manager,3,Married,19331,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0,Nicole Barron,nicole.barron@protonmail.com,Female
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,45,4,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2,Melissa Murphy,melissa.murphy@protonmail.com,Female
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2,Brittney Mitchell,brittney.mitchell@protonmail.com,Female
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,4,93,2,5,Manager,4,Single,19613,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1,Kimberly Taylor,kimberly.taylor@protonmail.com,Female
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,46,4,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8,Amy Fisher,amy.fisher@gmail.com,Female
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7,Kimberly Banks,kimberly.banks@gmail.com,Female
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,Matthew Mckinney,matthew.mckinney@protonmail.com,Male
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2,Philip Davila,philip.davila@gmail.com,Male
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1,Christina Brown,christina.brown@protonmail.com,Female
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,56,4,4,Manager,1,Single,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12,Shawn Day,shawn.day@protonmail.com,Male
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0,James Vargas,james.vargas@gmail.com,Male
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,William Hensley,william.hensley@outlook.com,Male
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13,Lisa Navarro,lisa.navarro@yahoo.com,Female
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2,Emily Bradford,emily.bradford@protonmail.com,Female
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10,Phillip Miller,phillip.miller@protonmail.com,Male
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1,Jason Sanchez,jason.sanchez@protonmail.com,Male
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4,Vickie Haney,vickie.haney@outlook.com,Female
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,Derrick Perez,derrick.perez@yahoo.com,Male
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,Daniel Alvarez,daniel.alvarez@outlook.com,Male
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1,Lisa Vega,lisa.vega@outlook.com,Female
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2,Michael Roman,michael.roman@gmail.com,Male
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,84,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4,Vanessa Melendez,vanessa.melendez@gmail.com,Female
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,Benjamin Mckenzie,benjamin.mckenzie@protonmail.com,Male
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,Larry Johnson,larry.johnson@outlook.com,Male
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10,Rita Sherman,rita.sherman@gmail.com,Female
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,Dwayne Alexander,dwayne.alexander@yahoo.com,Male
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,Michael Mcclain,michael.mcclain@outlook.com,Male
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0,Sharon Ross,sharon.ross@outlook.com,Female
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,98,3,5,Manager,3,Married,19658,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0,Paul Madden,paul.madden@protonmail.com,Male
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,Kevin Salas,kevin.salas@yahoo.com,Male
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,Jennifer Miller,jennifer.miller@protonmail.com,Female
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,Gregory Walker,gregory.walker@outlook.com,Male
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,Paul Fisher,paul.fisher@gmail.com,Male
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,81,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8,Bethany Gray,bethany.gray@outlook.com,Female
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,Jeffrey Randall,jeffrey.randall@gmail.com,Male
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2,Kimberly Garcia,kimberly.garcia@protonmail.com,Female
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,Deborah Shepard,deborah.shepard@protonmail.com,Female
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,Sara Mccoy,sara.mccoy@outlook.com,Female
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,Caroline Davis,caroline.davis@yahoo.com,Female
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Adam Peters,adam.peters@gmail.com,Male
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,David Cummings,david.cummings@protonmail.com,Male
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Chris Hester,chris.hester@protonmail.com,Male
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,Kerry King,kerry.king@protonmail.com,Male
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,Mark Hall,mark.hall@protonmail.com,Male
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,Philip Holt,philip.holt@yahoo.com,Male
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Nancy Thomas,nancy.thomas@yahoo.com,Female
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,Roger Johnson,roger.johnson@outlook.com,Male
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,Deborah Hodges,deborah.hodges@gmail.com,Female
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,Ethan Morris,ethan.morris@protonmail.com,Male
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,Cristian Oliver DVM,cristian.oliver.dvm@yahoo.com,Male
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,Lindsey Campbell,lindsey.campbell@protonmail.com,Female
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,Kelly Wilson,kelly.wilson@protonmail.com,Female
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,Kathryn King,kathryn.king@protonmail.com,Female
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,Kathleen Velazquez,kathleen.velazquez@gmail.com,Female
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,Eric Johnson,eric.johnson@gmail.com,Male
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,Lisa Scott,lisa.scott@outlook.com,Female
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,Jesse Coleman,jesse.coleman@outlook.com,Male
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,Matthew Alvarez,matthew.alvarez@gmail.com,Male
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,Robert Meyers,robert.meyers@yahoo.com,Male
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,Travis Harris,travis.harris@gmail.com,Male
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,Tyler Park,tyler.park@outlook.com,Male
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,Natalie Smith,natalie.smith@outlook.com,Female
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,Robert Peterson,robert.peterson@outlook.com,Male
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,Brent Sharp,brent.sharp@protonmail.com,Male
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,Angela Reed,angela.reed@yahoo.com,Female
